""
"Comparison of State and Local Government Spending"
"in the United States"
"Fiscal Year 2020"
"Amounts in $ per capita"
"Education"
"State","State Spending","","Local Spending","","State and Local Spending","","Gross State Product","","Real State Growth %","","Population (million)"," "
"Montana","1,003.3","g","2,166.2","g","3,169.5","g","50,080.3","g","1.4","g","1.1","g"
"Nebraska","1,091.2","g","2,724.9","g","3,816.0","g","67,128.1","g","0.5","g","1.9","g"
"Nevada","829.3","g","1,710.4","g","2,539.6","g","59,015.5","g","1.9","g","3.1","g"
"New Hampshire","820.5","g","2,469.8","g","3,290.3","g","67,530.3","g","1.8","g","1.4","g"
"New Jersey","1,396.0","g","3,096.4","g","4,492.4","g","75,092.6","g","1.0","g","8.9","g"
"New Mexico","1,421.6","g","1,863.5","g","3,285.1","g","51,187.6","g","2.4","g","2.1","g"
"New York","686.6","g","4,235.1","g","4,921.7","g","92,464.8","g","1.2","g","19.4","g"
"North Carolina","1,116.1","g","1,761.9","g","2,878.0","g","57,542.4","g","1.5","g","10.6","g"
"North Dakota","1,412.3","g","2,399.2","g","3,811.6","g","76,125.5","g","1.5","g","0.8","g"
"Ohio","995.6","g","2,332.2","g","3,327.8","g","61,592.7","g","1.2","g","11.7","g"
"Oklahoma","1,072.4","g","1,651.7","g","2,724.1","g","53,027.1","g","1.6","g","4.0","g"
"Oregon","1,342.3","g","2,511.7","g","3,854.0","g","61,597.6","g","1.8","g","4.3","g"
"Pennsylvania","929.8","g","2,679.9","g","3,609.7","g","65,770.7","g","1.5","g","12.8","g"
"Rhode Island","1,097.3","g","2,480.2","g","3,577.5","g","62,382.6","g","1.7","g","1.1","g"
"South Carolina","1,197.9","g","2,020.4","g","3,218.3","g","49,300.6","g","2.0","g","5.2","g"
"South Dakota","1,104.3","g","2,104.4","g","3,208.7","g","61,461.2","g","0.6","g","0.9","g"
"Tennessee","755.1","g","1,562.8","g","2,317.9","g","57,306.6","g","1.5","g","6.9","g"
"Texas","1,000.8","g","2,327.5","g","3,328.3","g","66,820.1","g","2.8","g","29.4","g"
"All states combined","1,036.5","g","2,397.7","g","3,434.2","g","67,183.0","b","1.5","b","330.6","e"
"Utah","1,712.1","g","1,898.0","g","3,610.1","g","60,546.6","g","2.4","g","3.3","g"
"Vermont","1,959.5","g","3,628.7","g","5,588.2","g","57,979.2","g","1.6","g","0.6","g"
"Virginia","1,258.6","g","2,135.1","g","3,393.8","g","66,988.0","g","1.3","g","8.6","g"
"Washington","1,290.3","g","2,792.9","g","4,083.2","g","81,519.6","g","2.4","g","7.7","g"
"West Virginia","1,102.8","g","1,651.3","g","2,754.1","g","44,729.5","g","0.7","g","1.8","g"
"Wisconsin","965.7","g","2,628.7","g","3,594.4","g","61,373.0","g","1.0","g","5.8","g"
"Wyoming","1,168.9","g","3,155.4","g","4,324.3","g","69,763.2","g","2.1","g","0.6","g"

"Legend:"
"g - 'guesstimated' projection by usgovernmentspending.com"
"b - spending in US budget"
"e - out-year estimate in US budget"
