,victim_age,victim_gender,victim_race,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing,year
7877,34,Male,black,Biggs Junction,OR,No known charges,Allegedly Armed,gun,,2013
7881,27,Male,black,Fort Lauderdale,FL,No known charges,Allegedly Armed,gun,,2013
7882,25,Male,black,Catonsville,MD,No known charges,Allegedly Armed,gun,,2013
7883,24,Male,black,Antioch,CA,No known charges,Allegedly Armed,gun,,2013
588,26,Male,black,Lakewood,WA,No known charges,Allegedly Armed,gun,not fleeing,2020
7891,24,Male,black,Brooklyn Center,MN,No known charges,Allegedly Armed,taser,,2013
696,66,Male,black,Swartz,LA,No known charges,Allegedly Armed,gun,not fleeing,2020
8311,23,Male,black,Baltimore,MD,No known charges,Allegedly Armed,gun,,2013
8029,24,Male,black,Jacksonville,FL,No known charges,Allegedly Armed,gun,,2013
8032,40,Male,black,Hazelwood,MO,No known charges,Unarmed,no object,,2013
481,44,Male,black,Yulee,FL,No known charges,Vehicle,vehicle,car,2020
7596,23,Male,black,Pine Bluff,AR,No known charges,Allegedly Armed,gun,,2013
893,15,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing,2020
8103,34,Male,black,San Antonio,TX,No known charges,Allegedly Armed,gun,,2013
892,52,Male,black,Raleigh,NC,No known charges,Unarmed,toy weapon,foot,2020
891,53,Male,black,Gulfport,MS,No known charges,Vehicle,vehicle,not fleeing,2020
890,41,Male,black,Fort Myers,FL,No known charges,Allegedly Armed,gun,not fleeing,2020
484,35,Male,black,North Little Rock,AR,No known charges,Allegedly Armed,gun,not fleeing,2020
7601,73,Male,black,Selma,AL,No known charges,Allegedly Armed,hatchet,,2013
8102,17,Male,black,Charlotte,NC,No known charges,Allegedly Armed,gun,,2013
887,17,Male,black,Wauwatosa,WI,No known charges,Allegedly Armed,gun,foot,2020
885,56,Male,black,Salt Lake City,UT,No known charges,Allegedly Armed,gun,not fleeing,2020
884,26,Male,black,Home Garden,CA,No known charges,Allegedly Armed,machete,not fleeing,2020
8108,24,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,,2013
8096,45,Male,black,Oklahoma City,OK,No known charges,Allegedly Armed,gun,,2013
7604,22,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,,2013
879,23,Male,black,Denton,TX,No known charges,Allegedly Armed,meat cleaver,not fleeing,2020
8093,39,Male,black,Milwaukee,WI,No known charges,Allegedly Armed,gun,,2013
8092,20,Male,black,Glendale,AZ,No known charges,Allegedly Armed,gun,,2013
492,35,Male,black,Marrero,LA,No known charges,Allegedly Armed,gun,other,2020
7617,28,Male,black,Huntsville,AL,No known charges,Unclear,undetermined,,2013
494,38,Transgender,black,Tallahassee,FL,No known charges,Allegedly Armed,gun,not fleeing,2020
7619,38,Male,black,Port Allen,LA,No known charges,Unarmed,no object,,2013
7621,26,Male,black,Washington,DC,No known charges,Allegedly Armed,gun,,2013
7623,53,Male,black,Mableton,GA,No known charges,Allegedly Armed,unknown weapon,,2013
7624,23,Male,black,Bridgeport,CT,No known charges,Allegedly Armed,gun,,2013
867,31,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,foot,2020
7632,47,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,,2013
7603,19,Male,black,Washington,DC,No known charges,Allegedly Armed,gun,,2013
7594,23,Male,black,Tukwila,WA,No known charges,Allegedly Armed,gun,,2013
7592,20,Male,black,Dorchester,MA,No known charges,Allegedly Armed,gun,foot,2013
8110,15,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,,2013
7554,22,Male,black,Oklahoma City,OK,No known charges,Unclear,undetermined,,2013
462,24,Male,black,New Rochelle,NY,No known charges,Allegedly Armed,gun,foot,2020
7558,44,Male,black,Bronx,NY,No known charges,Allegedly Armed,gun,,2013
8131,24,Male,black,Orlando,FL,No known charges,Allegedly Armed,gun,,2013
916,22,Male,black,Savannah,GA,No known charges,Allegedly Armed,gun,foot,2020
8129,23,Male,black,Beloit,WI,No known charges,Vehicle,vehicle,,2013
8121,32,Male,black,Castro Valley,CA,No known charges,Allegedly Armed,gun,,2013
915,32,Male,black,Bloomingdale,NJ,No known charges,Vehicle,vehicle,car,2020
8120,33,Male,black,Gainesville,FL,No known charges,Allegedly Armed,gun,,2013
914,32,Male,black,Atlanta,GA,No known charges,Vehicle,vehicle,car,2020
912,29,Male,black,St. Petersburg,FL,No known charges,Allegedly Armed,gun,car,2020
469,33,Male,black,Brooklyn,NY,No known charges,Allegedly Armed,gun,not fleeing,2020
7566,49,Female,black,Anderson,SC,No known charges,Vehicle,vehicle ,,2013
7567,33,Male,black,Phenix City,AL,No known charges,Unarmed,no object,,2013
8116,48,Male,black,West Columbia,SC,No known charges,Allegedly Armed,gun,,2013
6603,12,Male,black,Cleveland,OH,No known charges,Unarmed,toy weapon,,2014
472,53,Male,black,Louisville,KY,No known charges,Allegedly Armed,gun,,2020
907,34,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,foot,2020
906,19,Male,black,Aurora,CO,No known charges,Allegedly Armed,gun,car,2020
905,43,Male,black,Marlow Heights,MD,Charged,Unarmed,no object,not fleeing,2020
7579,50,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,,2013
903,22,Male,black,Aiken,SC,No known charges,Allegedly Armed,gun,not fleeing,2020
8113,37,Male,black,Midwest City,OK,No known charges,Allegedly Armed,knife,,2013
8112,48,Male,black,Miami,FL,No known charges,Unclear,undetermined,,2013
475,46,Male,black,Fountain,FL,No known charges,Allegedly Armed,gun,not fleeing,2020
476,39,Male,black,Snellville,GA,No known charges,Allegedly Armed,gun,car,2020
477,34,Male,black,Philadelphia,PA,No known charges,Allegedly Armed,knife,not fleeing,2020
899,20,Male,black,Graham,NC,No known charges,Unarmed,no object,foot,2020
7590,21,Male,black,Moon,PA,No known charges,Allegedly Armed,knife,,2013
864,40,Male,black,Forrest City,AR,No known charges,Allegedly Armed,gun,not fleeing,2020
7742,24,Male,black,Warren,OH,No known charges,Allegedly Armed,gun,,2013
7636,20,Male,black,Tuscon,AZ,No known charges,Allegedly Armed,gun,,2013
7644,19,Male,black,Long Beach,CA,No known charges,Unclear,undetermined,,2013
809,49,Male,black,Milwaukee,WI,No known charges,Allegedly Armed,gun,,2020
7704,28,Male,black,Jacksonville,FL,No known charges,Allegedly Armed,gun,,2013
514,28,Male,black,Bass River,NJ,No known charges,Unarmed,no object,not fleeing,2020
7705,57,Male,black,Bellfower,CA,No known charges,Unarmed,no object,,2013
7712,24,Male,black,West Palm Beach,FL,No known charges,Allegedly Armed,gun,,2013
517,48,Male,black,Nashville,TN,No known charges,Vehicle,vehicle,,2020
8053,37,Male,black,Indio,CA,No known charges,Allegedly Armed,gun,,2013
7717,18,Male,black,Wilmington,NC,No known charges,Unclear,undetermined,,2013
519,60,Male,black,Greenwood,SC,No known charges,Allegedly Armed,gun,not fleeing,2020
7718,34,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,,2013
796,33,Male,black,Tacoma,WA,No known charges,Unarmed,no object,,2020
7720,20,Male,black,Wilmington,NC,No known charges,Unclear,undetermined,,2013
7721,22,Male,black,Houston,TX,No known charges,Allegedly Armed,knife and hammer,,2013
7699,61,Male,black,Statesboro,GA,No known charges,Allegedly Armed,gun,,2013
523,45,Male,black,Atmore,AL,No known charges,Unclear,undetermined,foot,2020
7723,60,Female,black,Chicago,IL,No known charges,Allegedly Armed,knife,,2013
788,25,Male,black,Pittsburgh,PA,No known charges,Allegedly Armed,gun,not fleeing,2020
8051,17,Male,black,Chicago,IL,No known charges,Unclear,undetermined,,2013
525,,Male,black,Seattle,WA,No known charges,Allegedly Armed,knife,foot,2020
8046,66,Male,black,Albuquerque,NM,No known charges,Allegedly Armed,gun,,2013
785,24,Male,black,Fairfield,OH,No known charges,Allegedly Armed,gun,not fleeing,2020
7731,40,Male,black,Chicago,IL,No known charges,Allegedly Armed,knife,,2013
8041,29,Male,black,Louisville,KY,No known charges,Allegedly Armed,gun,,2013
780,27,Male,black,Fort Lauderdale,FL,No known charges,Unarmed,no object,foot,2020
8035,57,Male,black,Panama City,FL,No known charges,Allegedly Armed,gun,,2013
7736,42,Male,black,Leesburg,GA,No known charges,Unarmed,toy weapon,,2013
775,28,Male,black,Humble,TX,No known charges,Allegedly Armed,gun,,2020
7739,42,Male,black,Coffeeville,MS,No known charges,Allegedly Armed,gun,,2013
790,25,Male,black,Hamilton Township,IN,No known charges,Vehicle,vehicle,,2020
7696,51,Male,black,Miami,FL,No known charges,Allegedly Armed,knife and screwdriver,,2013
509,46,Male,black,Minneapolis,MN,Charged,Unarmed,no object,,2020
7694,49,Male,black,Inglewood,CA,No known charges,Allegedly Armed,gun,,2013
7646,27,Male,black,Germantown,MD,No known charges,Allegedly Armed,gun,,2013
7647,22,Male,black,New York,NY,No known charges,Allegedly Armed,knife,,2013
7650,31,Male,black,Hilliard,OH,No known charges,Allegedly Armed,knife,,2013
7651,26,Male,black,Titusville,FL,No known charges,Allegedly Armed,gun,,2013
7652,32,Male,black,Indianapolis,IN,No known charges,Allegedly Armed,gun,,2013
8084,26,Male,black,Lexington,MS,No known charges,Allegedly Armed,gun,,2013
7656,42,Male,black,Hamilton Township,NJ,No known charges,Allegedly Armed,knife,,2013
8075,22,Male,black,Compton,CA,No known charges,Allegedly Armed,gun,,2013
7662,27,Male,black,Columbus,GA,No known charges,Unarmed,toy weapon,,2013
7664,17,Male,black,Milwaukee,WI,No known charges,Allegedly Armed,gun,,2013
7665,30,Male,black,Irvington,NJ,No known charges,Unarmed,no object,,2013
7667,39,Male,black,Long Beach,CA,No known charges,Allegedly Armed,gun,,2013
843,22,Male,black,Orlando,FL,No known charges,Allegedly Armed,gun,foot,2020
7669,24,Male,black,Kenner,LA,No known charges,Vehicle,vehicle ,,2013
841,17,Male,black,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing,2020
7674,24,Male,black,Fairfield,CA,No known charges,Allegedly Armed,knife,,2013
7675,23,Male,black,Miami Gardens,FL,No known charges,Allegedly Armed,gun,,2013
7676,26,Male,black,Richmond,TX,No known charges,Allegedly Armed,knife,,2013
8069,21,Male,black,Vacaville,CA,No known charges,Vehicle,vehicle ,,2013
8066,39,Male,black,Augusta,GA,No known charges,Unarmed,no object,,2013
828,38,Male,black,Tuscumbia,AL,No known charges,Allegedly Armed,gun,foot,2020
504,28,Male,black,Phoenix,AZ,No known charges,Unarmed,no object,not fleeing,2020
822,19,Male,black,Queens,NY,No known charges,Vehicle,vehicle,car,2020
7683,44,Male,black,Enterprise,MS,No known charges,Allegedly Armed,gun,,2013
819,30,Male,black,Bradenton,FL,No known charges,Vehicle,vehicle,car,2020
7690,30,Male,black,Erie,PA,No known charges,Allegedly Armed,gun,,2013
815,28,Male,black,Colorado Springs,CO,No known charges,Unarmed,no object,not fleeing,2020
7692,28,Male,black,Indianapolis,IN,No known charges,Allegedly Armed,gun,,2013
7693,25,Male,black,Houston,TX,No known charges,Allegedly Armed,gun,,2013
7638,25,Male,black,Middletown,NY,No known charges,Allegedly Armed,knife,,2013
8317,51,Male,black,Dallas,TX,Charged,Unarmed,bike,,2013
614,37,Male,black,Rock Island,IL,No known charges,Allegedly Armed,gun,,2020
7151,39,Male,black,New York,NY,No known charges,Allegedly Armed,scissors,,2014
1488,35,Male,black,Birmingham,AL,No known charges,Allegedly Armed,gun,foot,2019
6823,22,Male,black,New York,NY,No known charges,Unclear,undetermined,,2014
1485,19,Male,black,Fort Worth,TX,No known charges,Allegedly Armed,gun,,2019
1481,28,Male,black,Tacoma,WA,No known charges,Allegedly Armed,gun,,2019
129,24,Male,black,Bethel Springs,TN,No known charges,Unarmed,no object,car,2020
1479,17,Male,black,Wesson,MS,No known charges,Allegedly Armed,gun,,2019
6832,33,Male,black,Orlando,FL,No known charges,Allegedly Armed,gun,,2014
8498,30,Male,black,Jamestown,NY,No known charges,Unarmed,no object,,2013
6838,45,Male,black,Lynwood,CA,No known charges,Allegedly Armed,gun,,2014
1474,31,Male,black,Pittsburgh,PA,No known charges,Allegedly Armed,gun,not fleeing,2019
1473,38,Male,black,Port Allen,LA,No known charges,Unclear,undetermined,,2019
6842,18,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,,2014
6845,32,Male,black,Omaha,NE,No known charges,Unarmed,toy weapon,,2014
1470,41,Male,black,Hartford,CT,No known charges,Allegedly Armed,gun,car,2019
6846,20,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,,2014
1468,42,Male,black,Dallas,TX,No known charges,Allegedly Armed,gun,not fleeing,2019
6847,29,Male,black,Dallas,TX,No known charges,Allegedly Armed,gun,,2014
8495,30,Male,black,Alexandria,VA,No known charges,Allegedly Armed,gun,,2013
1466,52,Female,black,Houston,TX,Charged,Unarmed,no object,,2019
1465,16,Male,black,Channelview,TX,No known charges,Allegedly Armed,gun,car,2019
8493,23,Male,black,Jacksonville,FL,No known charges,Allegedly Armed,gun,,2013
137,24,Male,black,Queens,NY,No known charges,Allegedly Armed,gun,other,2020
6858,39,Male,black,West Palm Beach,FL,No known charges,Allegedly Armed,gun,,2014
1454,21,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,gun,foot,2019
6860,26,Female,black,Hapeville,GA,Charged,Unarmed,no object,,2014
1451,45,Male,black,Indianapolis,IN,No known charges,Allegedly Armed,gun,not fleeing,2019
1450,34,Male,black,Minneapolis,MN,No known charges,Allegedly Armed,gun,not fleeing,2019
6822,28,Male,black,Kansas City,MO,No known charges,Allegedly Armed,gun,,2014
6861,30,Male,black,Perry Hall,MD,No known charges,Unarmed,no object,,2014
1491,52,Male,black,Modesto,CA,No known charges,Unarmed,toy weapon,not fleeing,2019
1492,23,Male,black,Metairie,LA,No known charges,Allegedly Armed,gun,not fleeing,2019
111,25,Male,black,Los Angeles ,CA,No known charges,Allegedly Armed,gun,foot,2020
6782,42,Male,black,Jennings,MO,No known charges,Allegedly Armed,gun,,2014
1525,43,Male,black,Rosedale,MD,No known charges,Allegedly Armed,gun,other,2019
6787,23,Male,black,Rutherford,NJ,No known charges,Vehicle,vehicle,,2014
6788,23,Male,black,Wasilla,AK,No known charges,Allegedly Armed,knife,,2014
8524,20,Male,black,Harvest,AL,No known charges,Vehicle,vehicle,,2013
1519,23,Male,black,Greenville,NC,No known charges,Allegedly Armed,gun,not fleeing,2019
6789,26,Male,black,Lacey,WA,No known charges,Allegedly Armed,gun,,2014
116,47,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2020
6792,36,Male,black,Gretna,LA,No known charges,Allegedly Armed,gun,,2014
6793,47,Male,black,Birmingham,AL,No known charges,Unarmed,no object,,2014
8523,21,Male,black,Augusta,GA,No known charges,Allegedly Armed,knife,,2013
6797,22,Male,black,Saratoga Springs,UT,No known charges,Unarmed,toy sword,,2014
1511,32,Male,black,Adelanto,CA,No known charges,Allegedly Armed,knife,foot,2019
1510,46,Male,black,City of Orange,NJ,No known charges,Allegedly Armed,knife,,2019
6798,33,Male,black,Knoxville,TN,No known charges,Vehicle,vehicle ,,2014
6802,20,Male,black,Atlantic City,NJ,No known charges,Allegedly Armed,gun,,2014
6805,50,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2014
121,23,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2020
8513,32,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,,2013
8505,32,Male,black,St. Paul,MN,No known charges,Allegedly Armed,knife,,2013
8504,18,Male,black,South Lyon,MI,No known charges,Allegedly Armed,knife,,2013
1504,22,Male,black,Hollywood,FL,No known charges,Allegedly Armed,gun,car,2019
1503,20,Male,black,Penn Hills,PA,No known charges,Allegedly Armed,gun,foot,2019
1502,49,Male,black,Baltimore,MD,No known charges,Allegedly Armed,gun,not fleeing,2019
6817,35,Male,black,Cleveland,OH,No known charges,Allegedly Armed,gun,,2014
1493,28,Male,black,West Palm Beach,FL,No known charges,Allegedly Armed,knife,,2019
8503,34,Male,black,Houston,TX,No known charges,Allegedly Armed,knife,,2013
1448,19,Male,black,Colorado Springs,CO,No known charges,Allegedly Armed,gun,not fleeing,2019
140,29,Male,black,Philadelphia,PA,No known charges,Allegedly Armed,gun,other,2020
8489,21,Male,black,Fort Wayne,IN,No known charges,Allegedly Armed,gun,,2013
168,42,Male,black,San Clemente,CA,No known charges,Unarmed,no object,,2020
8458,37,Male,black,St. Louis,MO,No known charges,Allegedly Armed,gun,,2013
1402,27,Male,black,Dallas,TX,No known charges,Allegedly Armed,gun,car,2019
171,28,Male,black,Atlanta,GA,No known charges,Allegedly Armed,gun,not fleeing,2020
6912,26,Male,black,Bakersfield,CA,No known charges,Unclear,undetermined,,2014
6913,37,Male,black,Cincinnati,OH,No known charges,Allegedly Armed,gun,,2014
1395,18,Male,black,Fort Worth,TX,No known charges,Allegedly Armed,gun,foot,2019
6914,22,Male,black,Beavercreek,OH,No known charges,Unarmed,toy weapon,,2014
6915,35,Male,black,Miami Springs,FL,No known charges,Unarmed,no object,,2014
6917,19,Male,black,Tulsa,OK,Charged,Unarmed,no object,,2014
8448,44,Male,black,Jersey City,NJ,No known charges,Allegedly Armed,knife,,2013
174,26,Male,black,Bellefontaine Neighbors,MO,No known charges,Allegedly Armed,gun,other,2020
1386,29,Male,black,Dayton,OH,No known charges,Allegedly Armed,Taser,foot,2019
6925,23,Male,black,Oakland,CA,No known charges,Unarmed,no object,,2014
8443,19,Male,black,Houston,TX,No known charges,Allegedly Armed,gun,,2013
178,33,Male,black,Brunswick,GA,No known charges,Allegedly Armed,gun,foot,2020
1379,33,Male,black,Knoxville,TN,No known charges,Unarmed,no object,not fleeing,2019
1377,52,Male,black,Baton Rouge,LA,No known charges,Allegedly Armed,gun,,2019
1374,37,Male,black,West Helena,AR,No known charges,Allegedly Armed,gun,,2019
8440,63,Male,black,Memphis,TN,No known charges,Allegedly Armed,gun,,2013
1373,33,Male,black,Maywood,IL,No known charges,Unarmed,no object,,2019
1372,30,Male,black,Baltimore,MD,No known charges,Allegedly Armed,gun,car,2019
1371,62,Male,black,Gordo,AL,No known charges,Allegedly Armed,knife,,2019
8439,16,Male,black,New York,NY,No known charges,Allegedly Armed,gun,,2013
6932,27,Male,black,East Point,GA,No known charges,Allegedly Armed,gun,,2014
6933,42,Male,black,Berlin,NJ,No known charges,Unclear,undetermined,,2014
6938,32,Male,black,Bedford,VA,No known charges,Vehicle,vehicle ,,2014
1404,34,Male,black,Yorktown,VA,No known charges,Allegedly Armed,gun,car,2019
1405,25,Male,black,Gary,IN,No known charges,Allegedly Armed,gun,not fleeing,2019
6903,22,Male,black,Dolton,IL,No known charges,Allegedly Armed,gun,,2014
6902,18,Male,black,Ferguson,MO,No known charges,Unarmed,no object,,2014
6864,21,Male,black,Chicago,IL,No known charges,Allegedly Armed,gun,,2014
6866,25,Male,black,St. Louis,MO,No known charges,Allegedly Armed,knife,,2014
6868,29,Male,black,Philadelphia,PA,No known charges,Allegedly Armed,gun,,2014
6870,37,Male,black,Los Angeles,CA,No known charges,Allegedly Armed,gun,,2014
