,victim_age,victim_gender,victim_race,date,City,State,criminal_charges,victim_armed,alleged_weapon,victim_fleeing
2549,25,Male,black,2018-07-27,Toledo,OH,No known charges,Allegedly Armed,gun,foot
5515,34,Male,black,2015-11-19,Bradenton,FL,No known charges,Allegedly Armed,gun,
2550,60,Female,black,2018-07-27,Savannah,GA,No known charges,Unarmed,no object,
5476,21,Male,black,2015-12-04,Pittsburgh,PA,No known charges,Allegedly Armed,gun,not fleeing
2556,25,Male,black,2018-07-26,Nashville,TN,Charged,Allegedly Armed,gun,car
5468,46,Male,black,2015-12-06,Richmond Heights,OH,No known charges,Allegedly Armed,gun,not fleeing
5466,30,Male,black,2015-12-07,New York,NY,No known charges,Allegedly Armed,gun,
5465,33,Male,black,2015-12-08,Cleveland,OH,No known charges,Allegedly Armed,gun,not fleeing
2561,29,Male,black,2018-07-25,Memphis,TN,No known charges,Allegedly Armed,gun,not fleeing
5463,36,Male,black,2015-12-08,Yonkers,NY,No known charges,Unarmed,no object,foot
5479,26,Male,black,2015-12-02,San Francisco,CA,No known charges,Allegedly Armed,knife,not fleeing
5181,22,Male,black,2016-03-10,Reno,NV,No known charges,Unarmed,toy weapon,foot
5924,36,Male,black,2015-07-12,Plantation,FL,No known charges,Unarmed,no object,not fleeing
2181,43,Male,black,2018-12-01,Las Vegas,NV,No known charges,Allegedly Armed,knife,not fleeing
1835,29,Male,black,2019-03-20,State College,PA,No known charges,Allegedly Armed,knife,not fleeing
6356,20,Female,black,2015-02-18,Charlotte,NC,No known charges,Unclear,undetermined,not fleeing
1837,22,Male,black,2019-03-19,Bastrop,LA,No known charges,Allegedly Armed,gun,foot
6355,41,Male,black,2015-02-20,Tulsa,OK,No known charges,Unarmed,no object,
6352,38,Male,black,2015-02-20,Birmingham,AL,No known charges,Allegedly Armed,gun,not fleeing
6348,39,Male,black,2015-02-22,Coconut Creek,FL,No known charges,Unarmed,no object,
1845,21,Male,black,2019-03-15,Dublin,GA,No known charges,Vehicle,vehicle,
1846,27,Male,black,2019-03-15,Dublin,GA,No known charges,Vehicle,vehicle,
6346,16,Male,black,2015-02-23,Millbrook,AL,No known charges,Allegedly Armed,gun,not fleeing
6339,27,Male,black,2015-02-25,Oklahoma City,OK,No known charges,Vehicle,vehicle,car
1854,48,Female,black,2019-03-13,Greensburg,PA,No known charges,Allegedly Armed,gun,not fleeing
1855,41,Male,black,2019-03-13,San Leandro,CA,No known charges,Vehicle,vehicle,car
1858,32,Female,black,2019-03-12,Miami,FL,No known charges,Vehicle,vehicle,not fleeing
6330,34,Male,black,2015-02-28,Wellston,MO,No known charges,Unarmed,no object,car
6328,28,Male,black,2015-02-28,Columbia,MO,No known charges,Allegedly Armed,gun,car
6366,25,Male,black,2015-02-15,Miami Gardens,FL,No known charges,Unarmed,no object,not fleeing
6325,40,Male,black,2015-02-28,Tarboro,NC,No known charges,Allegedly Armed,gun,car
1831,19,Male,black,2019-03-21,Modesto,CA,No known charges,Allegedly Armed,gun,car
6375,23,Male,black,2015-02-11,San Jose,CA,No known charges,Allegedly Armed,knife,not fleeing
6391,25,Male,black,2015-02-06,Oklahoma City,OK,No known charges,Allegedly Armed,gun,not fleeing
1808,31,Male,black,2019-03-31,Atlanta,GA,No known charges,Allegedly Armed,gun,foot
6390,74,Male,black,2015-02-07,Gastonia,NC,No known charges,Allegedly Armed,gun,not fleeing
1810,25,Male,black,2019-03-30,North Miami,FL,No known charges,Allegedly Armed,gun,
6387,37,Female,black,2015-02-08,Fairfax,VA,No known charges,Unarmed,no object,
1812,30,Male,black,2019-03-30,Durham,NC,No known charges,Allegedly Armed,gun,foot
6386,46,Male,black,2015-02-08,Orlando,FL,No known charges,Allegedly Armed,gun,not fleeing
6381,45,Male,black,2015-02-09,Dallas,TX,No known charges,Vehicle,vehicle,not fleeing
6380,49,Male,black,2015-02-10,Memphis,TN,No known charges,Allegedly Armed,gun,not fleeing
1820,38,Male,black,2019-03-27,Gretna,LA,No known charges,Vehicle,vehicle,not fleeing
1821,39,Male,black,2019-03-27,Gretna,LA,No known charges,Vehicle,vehicle,car
1822,30,Male,black,2019-03-27,Inglewood,CA,No known charges,Allegedly Armed,sword,not fleeing
1823,27,Male,black,2019-03-25,Charlotte,NC,No known charges,Allegedly Armed,gun,not fleeing
1824,18,Male,black,2019-03-25,St. Louis,MO,No known charges,Allegedly Armed,gun,not fleeing
1825,57,Male,black,2019-03-25,Baltimore,MD,No known charges,Unarmed,no object,not fleeing
1829,22,Male,black,2019-03-22,Walterboro,SC,No known charges,Allegedly Armed,knife,not fleeing
6324,32,Male,black,2015-03-01,White Plains,MD,No known charges,Unarmed,no object,
6323,47,Male,black,2015-03-01,Oklahoma City,OK,No known charges,Unarmed,no object,
6320,43,Male,black,2015-03-01,Los Angeles,CA,No known charges,Unarmed,no object,not fleeing
6272,35,Male,black,2015-03-17,Rome,GA,No known charges,Unarmed,no object,
6259,18,Male,black,2015-03-19,Cleveland,OH,Charged,Unarmed,no object,not fleeing
6258,16,Male,black,2015-03-19,Jacksonville,FL,No known charges,Allegedly Armed,gun,car
6257,63,Male,black,2015-03-20,Kenner,LA,No known charges,Allegedly Armed,machete,not fleeing
6250,21,Male,black,2015-03-22,Islip,NY,No known charges,Unarmed,no object,car
6247,24,Male,black,2015-03-23,Santa Clara,CA,No known charges,Allegedly Armed,gun,not fleeing
1914,30,Male,black,2019-02-22,Little Rock,AR,No known charges,Vehicle,vehicle,car
6243,29,Male,black,2015-03-24,Portsmouth,VA,No known charges,Allegedly Armed,gun,car
6241,23,Male,black,2015-03-25,Atlanta,GA,No known charges,Vehicle,vehicle,car
1919,39,Male,black,2019-02-20,Willimantic,CT,No known charges,Allegedly Armed,gun,car
6240,27,Male,black,2015-03-25,Johnsonville,SC,No known charges,Allegedly Armed,gun,foot
1921,24,Male,black,2019-02-19,Randallstown,MD,No known charges,Allegedly Armed,machete,not fleeing
1924,31,Male,black,2019-02-18,Pelahatchie,MS,No known charges,Allegedly Armed,gun,not fleeing
1927,32,Male,black,2019-02-17,New Orleans,LA,No known charges,Allegedly Armed,gun,not fleeing
1929,20,Male,black,2019-02-16,Chicago,IL,No known charges,Allegedly Armed,gun,car
6286,35,Male,black,2015-03-12,Washington,DC,No known charges,Unarmed,no object,not fleeing
1901,40,Male,black,2019-02-27,Killeen,TX,No known charges,Allegedly Armed,gun,not fleeing
6288,37,Male,black,2015-03-11,Elkton,MD,No known charges,Vehicle,vehicle,not fleeing
6294,31,Male,black,2015-03-10,Baton Rouge,LA,No known charges,Allegedly Armed,gun,not fleeing
6319,20,Male,black,2015-03-02,Joliet,IL,No known charges,Allegedly Armed,gun,foot
6318,25,Male,black,2015-03-03,Salisbury,MD,No known charges,Allegedly Armed,gun,not fleeing
1872,30,Male,black,2019-03-09,Monahans,TX,No known charges,Allegedly Armed,gun,not fleeing
6314,45,Male,black,2015-03-05,Milwaukee,WI,No known charges,Allegedly Armed,knife,not fleeing
6310,48,Male,black,2015-03-06,Melrose,FL,No known charges,Vehicle,vehicle,not fleeing
1877,25,Male,black,2019-03-06,Morgantown,WV,No known charges,Allegedly Armed,gun,foot
6308,19,Male,black,2015-03-06,Madison,WI,No known charges,Unarmed,no object,foot
1803,31,Male,black,2019-04-01,Anchorage,AK,No known charges,Unarmed,gun,foot
1881,,Male,black,2019-03-05,Jacksonville,FL,No known charges,Allegedly Armed,gun,not fleeing
6304,43,Female,black,2015-03-08,Anaheim,CA,No known charges,Allegedly Armed,knife,not fleeing
1885,36,Male,black,2019-03-04,Des Moines,IA,No known charges,Allegedly Armed,gun,foot
6301,30,Male,black,2015-03-09,Cocoa,FL,No known charges,Allegedly Armed,gun,not fleeing
6299,27,Male,black,2015-03-09,Chamblee,GA,Charged,Unarmed,no object,not fleeing
1888,22,Male,black,2019-03-04,Aurora,CO,No known charges,Allegedly Armed,machete,not fleeing
6296,29,Male,black,2015-03-10,Mansfield,OH,No known charges,Unarmed,no object,
6295,64,Male,black,2015-03-10,Cleveland,OH,No known charges,Allegedly Armed,gun,not fleeing
6307,37,Male,black,2015-03-06,Aurora,CO,No known charges,Unarmed,no object,foot
1802,19,Male,black,2019-04-01,Union City,GA,No known charges,Allegedly Armed,gun,
6396,51,Male,black,2015-02-04,Lorena,TX,No known charges,Allegedly Armed,gun,car
6397,28,Male,black,2015-02-04,Tallahassee,FL,No known charges,Unarmed,no object,not fleeing
1703,25,Male,black,2019-05-10,Tulsa,OK,No known charges,Allegedly Armed,gun,foot
6545,23,Male,black,2014-12-14,Ridgeland,MS,No known charges,Allegedly Armed,gun,
6542,16,Male,black,2014-12-15,Nashville,TN,No known charges,Allegedly Armed,gun,
6540,26,Male,black,2014-12-15,Philadelphia,PA,No known charges,Allegedly Armed,gun,
6539,35,Male,black,2014-12-15,Texarkana,TX,No known charges,Unarmed,no object,
6528,28,Male,black,2014-12-19,St. Louis,MO,No known charges,Unclear,undetermined,
6516,18,Male,black,2014-12-23,Berkeley,MO,No known charges,Allegedly Armed,gun,
6514,33,Male,black,2014-12-24,Washington,DC,No known charges,Allegedly Armed,gun,
6509,25,Male,black,2014-12-25,Chicago,IL,No known charges,Allegedly Armed,knife,
6508,23,Male,black,2014-12-26,Cocoa,FL,No known charges,Allegedly Armed,gun,
6507,20,Male,black,2014-12-26,Texas city,TX,No known charges,Allegedly Armed,gun,
6503,28,Male,black,2014-12-28,Jacksonville,FL,No known charges,Unarmed,sock,
6497,36,Male,black,2014-12-30,Bridgeton,NJ,No known charges,Unarmed,no object,
6492,28,Male,black,2014-12-31,Miami,FL,No known charges,Allegedly Armed,gun,
1733,17,Male,black,2019-04-29,Edmond,OK,No known charges,Unarmed,no object,foot
6549,22,Male,black,2014-12-12,Poplar Bluff,MO,No known charges,Allegedly Armed,knife,
1701,49,Male,black,2019-05-11,Savannah,GA,No known charges,Allegedly Armed,gun,foot
6552,24,Male,black,2014-12-10,Sanford,NC,No known charges,Unclear,undetermined,
6555,49,Male,black,2014-12-09,New York,NY,No known charges,Allegedly Armed,knife,
1673,45,Male,black,2019-05-20,Miami Gardens,FL,No known charges,Allegedly Armed,gun,not fleeing
6589,30,Male,black,2014-11-25,Mesquite,TX,No known charges,Unarmed,no object,
1677,26,Male,black,2019-05-20,Auburn,WA,No known charges,Allegedly Armed,knife,not fleeing
1679,32,Female,black,2019-05-19,Oxford,MS,Charged,Unarmed,no object,
6573,34,Male,black,2014-12-02,Phoenix,AZ,No known charges,Unarmed,no object,
6572,24,Male,black,2014-12-02,Oklahoma City,OK,No known charges,Allegedly Armed,gun,
6570,68,Male,black,2014-12-03,Los Angeles,CA,No known charges,Allegedly Armed,unknown weapon,
6491,44,Male,black,2014-12-31,Decatur,GA,No known charges,Allegedly Armed,gun,
1687,36,Male,black,2019-05-17,Pasadena,CA,No known charges,Allegedly Armed,gun,not fleeing
6559,39,Male,black,2014-12-07,Oklahoma City,OK,No known charges,Allegedly Armed,gun,
1691,47,Male,black,2019-05-15,Appleton,WI,No known charges,Allegedly Armed,gun,not fleeing
1692,30,Male,black,2019-05-15,Jeffersontown,KY,No known charges,Vehicle,vehicle,
6556,31,Male,black,2014-12-08,San Antonio,TX,No known charges,Allegedly Armed,gun,
1695,44,Female,black,2019-05-13,Baytown,TX,No known charges,Allegedly Armed,Taser,not fleeing
1696,36,Male,black,2019-05-13,Gardena,CA,No known charges,Allegedly Armed,knife,not fleeing
1698,30,Male,black,2019-05-11,Chicago,IL,No known charges,Allegedly Armed,gun,foot
1688,40,Male,black,2019-05-17,New Orleans,LA,No known charges,Allegedly Armed,gun,
1931,45,Male,black,2019-02-15,Aurora,IL,No known charges,Allegedly Armed,gun,not fleeing
1739,23,Male,black,2019-04-26,Denver,CO,No known charges,Unarmed,no object,
6479,26,Male,black,2015-01-06,Los Angeles,CA,No known charges,Unarmed,no object,
1775,34,Male,black,2019-04-11,St. Louis,MO,No known charges,Allegedly Armed,gun,foot
1776,34,Male,black,2019-04-11,Boerne,TX,No known charges,Unarmed,no object,foot
6429,29,Male,black,2015-01-23,Lauderhill,FL,No known charges,Vehicle,vehicle,not fleeing
6427,26,Male,black,2015-01-24,Baltimore,MD,No known charges,Allegedly Armed,knife,not fleeing
1780,27,Male,black,2019-04-10,Shreveport,LA,No known charges,Allegedly Armed,gun,car
1783,33,Male,black,2019-04-09,Louisville,KY,No known charges,Allegedly Armed,gun,not fleeing
1786,37,Male,black,2019-04-08,Salt Lake City,UT,No known charges,Allegedly Armed,gun,car
1787,24,Male,black,2019-04-08,Greeneville,TN,No known charges,Allegedly Armed,gun,not fleeing
6417,33,Male,black,2015-01-27,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing
1789,35,Male,black,2019-04-07,Blytheville,AR,No known charges,Unarmed,no object,foot
6408,54,Male,black,2015-01-31,Randallstown,MD,No known charges,Allegedly Armed,knife,not fleeing
6401,23,Male,black,2015-02-03,St. Louis,MO,No known charges,Allegedly Armed,gun,foot
6400,38,Female,black,2015-02-03,Emeryville,CA,No known charges,Allegedly Armed,gun,car
6399,29,Male,black,2015-02-03,Antioch,CA,No known charges,Allegedly Armed,knife,not fleeing
6398,36,Male,black,2015-02-04,Memphis,TN,No known charges,Allegedly Armed,knife,not fleeing
6431,25,Male,black,2015-01-22,Sierra Blanca,TX,No known charges,Unarmed,toy weapon,car
1772,28,Male,black,2019-04-12,Clinton,LA,No known charges,Allegedly Armed,gun,not fleeing
1771,33,Male,black,2019-04-12,Ocoee,FL,No known charges,Unclear,undetermined,
6436,19,Male,black,2015-01-21,St. Louis,MO,No known charges,Allegedly Armed,gun,not fleeing
6476,37,Male,black,2015-01-07,New Orleans,LA,No known charges,Allegedly Armed,gun,foot
6475,42,Male,black,2015-01-07,Norfolk,NE,No known charges,Unarmed,no object,
6474,41,Male,black,2015-01-07,Columbus,OH,No known charges,Allegedly Armed,knife,not fleeing
6473,31,Male,black,2015-01-07,Freeport,TX,No known charges,Allegedly Armed,gun,not fleeing
6470,36,Male,black,2015-01-08,Strong,AR,No known charges,Unarmed,no object,not fleeing
6460,24,Male,black,2015-01-14,St. Paul,MN,No known charges,Vehicle,vehicle,not fleeing
6455,27,Male,black,2015-01-15,Indianapolis,IN,No known charges,Allegedly Armed,gun,foot
6480,47,Male,black,2015-01-06,Knoxville,PA,No known charges,Unarmed,toy weapon,not fleeing
6453,39,Male,black,2015-01-15,Aurora,CO,No known charges,Allegedly Armed,gun,not fleeing
6447,,Male,black,2015-01-16,Houston,TX,No known charges,Allegedly Armed,gun,
6445,23,Male,black,2015-01-16,Tulsa,OK,No known charges,Allegedly Armed,gun,
6444,21,Male,black,2015-01-17,Muskogee,OK,No known charges,Allegedly Armed,gun,foot
6443,27,Male,black,2015-01-17,Fort Worth,TX,No known charges,Allegedly Armed,knife,not fleeing
6438,42,Male,black,2015-01-20,Scottsdale,AZ,No known charges,Vehicle,vehicle,car
1767,32,Male,black,2019-04-14,Bronx,NY,No known charges,Allegedly Armed,knife,not fleeing
1769,43,Male,black,2019-04-13,St. Louis,MO,No known charges,Unarmed,no object,
6450,34,Male,black,2015-01-15,Chesapeake,VA,No known charges,Allegedly Armed,gun,not fleeing
6237,39,Male,black,2015-03-27,Fort Pierce,FL,No known charges,Allegedly Armed,knife,not fleeing
1933,31,Male,black,2019-02-14,Jackson,MS,No known charges,Unarmed,no object,
6236,26,Female,black,2015-03-27,Oxnard,CA,No known charges,Allegedly Armed,knife,not fleeing
6045,26,Male,black,2015-06-02,Roslindale,MA,No known charges,Allegedly Armed,knife,not fleeing
2078,20,Male,black,2019-01-02,Memphis,TN,No known charges,Allegedly Armed,knife,not fleeing
2080,35,Male,black,2019-01-02,Niles,OH,No known charges,Vehicle,vehicle,foot
2081,28,Male,black,2019-01-01,Shallotte,NC,No known charges,Vehicle,vehicle,car
6038,33,Male,black,2015-06-05,Philadelphia,PA,No known charges,Allegedly Armed,gun,
2090,44,Male,black,2018-12-30,Rockford,IL,No known charges,Allegedly Armed,sword,
6033,30,Male,black,2015-06-06,Oakland,CA,No known charges,Allegedly Armed,gun,not fleeing
2096,35,Male,black,2018-12-28,Port Arthur,TX,No known charges,Allegedly Armed,unknown weapon,
6021,25,Male,black,2015-06-09,Dallas,TX,No known charges,Unarmed,no object,
6020,22,Male,black,2015-06-09,Cincinnati,OH,No known charges,Allegedly Armed,gun,not fleeing
2102,17,Male,black,2018-12-26,Lakeland,FL,No known charges,Vehicle,vehicle,car
2103,35,Male,black,2018-12-26,Clearwater,FL,No known charges,Allegedly Armed,gun,not fleeing
6019,19,Male,black,2015-06-10,Bronx,NY,No known charges,Allegedly Armed,gun,not fleeing
6016,40,Male,black,2015-06-11,Pompano Beach,FL,No known charges,Allegedly Armed,gun,not fleeing
6014,46,Male,black,2015-06-11,Miami,FL,No known charges,Unclear,undetermined,not fleeing
6047,50,Male,black,2015-05-31,Rochester,NY,No known charges,Unarmed,no object,
6053,36,Male,black,2015-05-29,Lyndhurst,NJ,No known charges,Allegedly Armed,knife,not fleeing
2073,27,Male,black,2019-01-03,Millbrook,AL,No known charges,Allegedly Armed,gun,car
6056,40,Male,black,2015-05-28,Carrollton,GA,No known charges,Allegedly Armed,gun,not fleeing
2046,20,Male,black,2019-01-11,Arlington,TX,No known charges,Allegedly Armed,gun,foot
6084,26,Male,black,2015-05-20,Omaha,NE,No known charges,Allegedly Armed,gun,not fleeing
2049,71,Male,black,2019-01-10,Eclectic,AL,No known charges,Allegedly Armed,gun,not fleeing
6083,29,Male,black,2015-05-20,Lancaster,PA,No known charges,Allegedly Armed,gun,not fleeing
6082,38,Male,black,2015-05-20,Owensboro,KY,No known charges,Allegedly Armed,gun,not fleeing
2055,26,Male,black,2019-01-07,Decatur,GA,No known charges,Allegedly Armed,gun,car
6079,29,Male,black,2015-05-21,Fort Lauderdale,FL,No known charges,Allegedly Armed,knife,not fleeing
6011,35,Male,black,2015-06-13,Louisville,KY,No known charges,Unclear,flagpole,not fleeing
2059,36,Male,black,2019-01-06,Portland,OR,No known charges,Allegedly Armed,knife,not fleeing
6075,32,Male,black,2015-05-21,Charleston,SC,No known charges,Allegedly Armed,gun,not fleeing
6071,25,Male,black,2015-05-23,Detroit,MI,No known charges,Allegedly Armed,gun,not fleeing
6070,36,Male,black,2015-05-25,Huntsville,AL,No known charges,Allegedly Armed,knife,not fleeing
2068,32,Male,black,2019-01-04,Houston,TX,No known charges,Allegedly Armed,gun,not fleeing
2069,33,Male,black,2019-01-04,New Orleans,LA,No known charges,Allegedly Armed,gun,not fleeing
6066,51,Male,black,2015-05-26,New York,NY,No known charges,Allegedly Armed,gun,not fleeing
6058,32,Male,black,2015-05-28,Northglenn,CO,No known charges,Allegedly Armed,gun,not fleeing
2061,42,Male,black,2019-01-06,Hurricane,WV,No known charges,Allegedly Armed,gun,car
2044,19,Male,black,2019-01-11,Phoenix,AZ,No known charges,Allegedly Armed,gun,not fleeing
6006,47,Male,black,2015-06-15,Trenton,NJ,No known charges,Unarmed,no object,
2120,31,Female,black,2018-12-18,Hopewell,VA,No known charges,Allegedly Armed,gun,foot
2160,24,Male,black,2018-12-08,Savannah,GA,No known charges,Allegedly Armed,gun,not fleeing
2162,16,Male,black,2018-12-07,Columbus,OH,No known charges,Allegedly Armed,gun,not fleeing
5948,29,Male,black,2015-07-06,Los Angeles,CA,No known charges,Allegedly Armed,knife,not fleeing
2165,53,Male,black,2018-12-06,Mcdonough,GA,No known charges,Allegedly Armed,gun,not fleeing
5945,37,Male,black,2015-07-07,Atlantic City,NJ,No known charges,Allegedly Armed,knife,foot
5942,18,Male,black,2015-07-07,Missouri City,TX,No known charges,Allegedly Armed,gun,not fleeing
2169,33,Male,black,2018-12-05,Richmond,VA,No known charges,Allegedly Armed,knife,not fleeing
2171,23,Male,black,2018-12-05,St. Louis,MO,No known charges,Allegedly Armed,gun,
