,State,total_pop,black_pop,hispanic_pop,% Victims Black,Disparity,black_killings,hispanic_killings,total_killings,black_rate,hispanic_rate,white_rate,total_rate,Disparity in Rate,Black-White Disparity,Hispanic-White Disparity
11,HI,1422029.0,24472.0,147962.0,0.02702702702702703,0.009817813994100134,1.0,4.0,37.0,5.837575304721431,3.86199545443135,2.2709187955773404,3.7170228495440574,1.570497557053621,2.570578620464204,1.7006312431570267
12,ID,1687809.0,10739.0,209073.0,0.020833333333333332,0.014470646560126175,1.0,6.0,48.0,13.302648557327766,4.099730032777342,3.706152357040835,4.062748129167967,3.2742981190054943,3.5893420657830757,1.1061957625645906
13,IL,12821497.0,1796057.0,2174842.0,0.5303867403314917,0.39030504784269726,96.0,21.0,181.0,7.63577420665698,1.379410550283653,0.8867173041361817,2.016702328686179,3.786267362338723,8.611283631253327,1.5556373421937908
14,IN,6637426.0,610343.0,450267.0,0.3225806451612903,0.23062587233218457,40.0,6.0,124.0,9.362417057762135,1.9036324161949625,1.949838561491436,2.668848694401371,3.508035909792236,4.801637039427921,0.9763025789883187
15,IA,3132499.0,107471.0,183296.0,0.13333333333333333,0.09902494249266586,6.0,2.0,45.0,7.97557347696455,1.558758978451716,1.7486949436644676,2.0522181901962075,3.8863184797139065,4.560871812353607,0.8913841628576266
16,KS,2908776.0,163713.0,340616.0,0.1506849315068493,0.09440249518311726,11.0,8.0,73.0,9.598679221739088,3.3552655860474636,3.160923043716018,3.5852095275027813,2.6772993734692236,3.03666969710682,1.0614828452460439
17,KY,4440204.0,349407.0,158744.0,0.15833333333333333,0.07964167862557665,19.0,3.0,120.0,7.7682636990263925,2.699764580528578,3.263933752164349,3.860826471679487,2.012072740385854,2.380031057271054,0.8271505445655372
18,LA,4663616.0,1492230.0,234920.0,0.5472972972972973,0.22732455511612282,81.0,5.0,148.0,7.754453784891453,3.040548758239887,2.602830682480425,4.533575908234543,1.7104497513335293,2.97923865623932,1.1681700153243657
19,ME,1332813.0,16990.0,21421.0,0.03225806451612903,0.019510589814126574,1.0,1.0,31.0,8.408307407718826,6.669023054812701,3.0992891722889113,3.3227252649632235,2.5305454821621827,2.712979312449589,2.151791163742053
20,MD,6003435.0,1759438.0,588912.0,0.625,0.33192811698635866,80.0,6.0,128.0,6.495580650509668,1.455468486196337,1.5281968999275544,3.045875284018947,2.1325826059230275,4.250486734279854,0.9524090032281408
21,MA,6830193.0,463796.0,789127.0,0.2727272727272727,0.20482348142884232,15.0,10.0,55.0,4.620257921278197,1.8103187808444379,0.7243671667658954,1.1503544419817797,4.016377694268404,6.3783370274862214,2.49917288345222
22,MI,9957488.0,1360345.0,497897.0,0.3360655737704918,0.19945029489694457,41.0,4.0,122.0,4.305630451938926,1.1476843030357113,1.106329795347872,1.7502980097562186,2.4599413516665165,3.891814601797896,1.0373799095547598
23,MN,5527358.0,336505.0,292764.0,0.21428571428571427,0.15340581470258613,18.0,4.0,84.0,7.641576117527442,1.9518402926198968,1.6094508498978821,2.171019137895537,3.5198105738186873,4.747940030608758,1.2127368119031028
24,MS,2988762.0,1121752.0,90493.0,0.3888888888888889,0.01356559449475514,42.0,1.0,108.0,5.348775843501951,1.5786540711120514,4.461781223881744,5.162194724294349,1.0361437584540374,1.198798321816533,0.3538170053390974
25,MO,6090062.0,699730.0,249105.0,0.37755102040816324,0.26265399637129794,74.0,5.0,196.0,15.10786813689362,2.867408178421607,2.7991965421967095,4.597654342435266,3.285994772910951,5.397215918621242,1.0243682911137664
26,MT,1041732.0,4348.0,39019.0,0.0,-0.00417381821812136,,1.0,40.0,0.0,3.6612199917256434,4.767450896447629,5.4853702432926275,0.0,0.0,0.7679617622184065
27,NE,1904760.0,88442.0,203281.0,0.2222222222222222,0.17579012579012576,8.0,3.0,36.0,12.92210875892837,2.108270957794524,2.078177642247009,2.7000027000027003,4.7859614210443,6.218000086343181,1.0144806271301123
28,NV,2922849.0,249967.0,831597.0,0.17355371900826447,0.08803202425085484,21.0,30.0,121.0,12.001584209115604,5.153595173761192,5.584593810447718,5.913994970562724,2.029353130811614,2.149052306483403,0.9228236374362252
29,NH,1343622.0,17622.0,48356.0,0.0,-0.013115295819806463,,1.0,17.0,0.0,2.9542795693842105,1.881947990250098,1.8074811431871678,0.0,0.0,1.569798732318637
30,NJ,8881845.0,1129257.0,1768020.0,0.49514563106796117,0.36800346634880654,51.0,14.0,103.0,6.451776952203339,1.1312089229759845,0.7488471713810196,1.6566699502508448,3.8944250490125945,8.61561236894974,1.5106005153091726
31,NM,2092434.0,38016.0,1015751.0,0.028169014084507043,0.010000699098227907,4.0,78.0,142.0,15.031265031265033,10.970067607964102,7.792458205241027,9.694792899424444,1.5504472542324657,1.9289503562759378,1.4077801021230874
32,NY,19618453.0,2808679.0,3705588.0,0.45806451612903226,0.3148993542276326,71.0,19.0,155.0,3.6112553776551697,0.7324844840510372,0.6908531486310068,1.1286749848653788,3.199552950210815,5.227240238842692,1.0602607594718603
33,NC,10155624.0,2146254.0,935950.0,0.3793103448275862,0.1679738479269526,77.0,9.0,203.0,5.125208852260729,1.3736997550235437,2.2872993175209597,2.8555606233550987,1.7948170353459143,2.240725038914267,0.6005771717329933
34,ND,752201.0,20113.0,26529.0,0.0,-0.026738863681383035,,,11.0,0.0,0.0,1.563777899752454,2.089107261793818,0.0,0.0,0.0
35,OH,11641879.0,1418048.0,431327.0,0.38497652582159625,0.2631707589002943,82.0,2.0,213.0,8.260852745665671,0.6624076065590276,1.7972106237582013,2.6137165167728877,3.1605771676666787,4.596485596324349,0.36857538999733214
36,OK,3918137.0,282622.0,407521.0,0.2383177570093458,0.1661860270570751,51.0,18.0,214.0,25.77900618392866,6.309928988760264,6.960260777770475,7.802542017144519,3.3039240451745693,3.703741426795541,0.9065650253957114
37,OR,4081943.0,74356.0,523956.0,0.08108108108108109,0.0628652461220922,9.0,9.0,111.0,17.291332047370567,2.4538592662633616,3.9585914760754473,3.884704626483726,4.451131735856573,4.36805165470452,0.6198819153463446
38,PA,12791181.0,1360576.0,905156.0,0.3392857142857143,0.23291742819860475,57.0,10.0,168.0,5.9848601936658765,1.5782599116300713,1.1339178001180583,1.8762927363782906,3.1897262498698034,5.278037079092294,1.3918644821218522
39,RI,1056611.0,59001.0,158858.0,0.5,0.4441601497618329,3.0,1.0,6.0,7.26379940291569,0.8992757233324281,0.37215609938726363,0.8112189416377997,8.954178742733173,19.518152234707888,2.4163938863639225
40,SC,4955925.0,1328352.0,275685.0,0.31932773109243695,0.05129461921120387,38.0,2.0,119.0,4.086696469438394,1.0363795118134311,3.0770886270759097,3.430237543949919,1.1913741882530275,1.3281048954777401,0.3368052199387835
41,SD,864289.0,15840.0,31995.0,0.0,-0.018327203053608226,,1.0,25.0,0.0,4.464983367936955,2.4117355049671705,4.1322156957089256,0.0,0.0,1.8513569828619054
42,TN,6651089.0,1107218.0,352402.0,0.2303370786516854,0.06386539258644106,41.0,5.0,178.0,5.289963545699996,2.02690596048182,3.3653413072581273,3.823219239521743,1.3836411710362004,1.571895110398158,0.6022883789261833
43,TX,27885195.0,3269253.0,10921556.0,0.22362869198312235,0.10638895240088167,159.0,218.0,711.0,6.947851914270849,2.8515036816051804,3.1336644233299453,3.6424858628899166,1.907447873732716,2.217165265860794,0.9099582138967737
44,UT,3045350.0,33713.0,422123.0,0.09876543209876543,0.08769511177433638,8.0,13.0,81.0,33.899597866020315,4.399530130182097,3.281688310494971,3.799703998367535,8.921641759617218,10.329926141251148,1.3406301007052446
45,VT,624977.0,7602.0,11677.0,0.0,-0.012163647622232498,,1.0,12.0,0.0,12.234062075630971,2.2128457663711862,2.7429580837146235,0.0,0.0,5.528655571731704
46,VA,8413774.0,1582421.0,771177.0,0.4274193548387097,0.2393443007666607,53.0,7.0,124.0,4.7847118885736295,1.2967191708258934,1.4195325550272924,2.1053911971352828,2.272599930637112,3.370624979066885,0.9134832211022891
47,WA,7294336.0,259482.0,911573.0,0.1152073732718894,0.07963429300796956,25.0,29.0,217.0,13.763685232226404,4.544734368895463,3.260149497415354,4.2498727780020005,3.238611118777336,4.221795731495826,1.3940263698025281
48,WV,1829054.0,65597.0,27522.0,0.14864864864864866,0.11278475397960117,11.0,,74.0,23.95579937235806,0.0,4.324492262211434,5.779724694529834,4.1447993872495,5.539563472385006,0.0
49,WI,5778394.0,361909.0,385779.0,0.24324324324324326,0.1806118269708326,27.0,8.0,111.0,10.657769928746887,2.9624659270129863,1.910407005844572,2.744212813654254,3.883725735743784,5.578795458842653,1.5506988395403782
50,WY,581836.0,5149.0,56966.0,0.0,-0.008849572731835087,,2.0,19.0,0.0,5.015523043820625,3.5016937984711025,4.665035704710115,0.0,0.0,1.4323134267223723
51,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,
